peptide,1,2,3,4,5,6,7,8
SG-CHH-pyro-Q-reduced-cz-ion,2902.285,1451.647,968.1,726.327,581.263,484.554,415.476,363.667
CPRP-cz-ion,2902.592,1451.8,968.202,726.404,581.325,484.605,415.52,363.706
SG-CHH-pyro-Q-reduced-cz-ion,2903.289,1452.148,968.435,726.578,581.464,484.721,415.619,363.793
DiSul-by-ion,2903.414,1452.211,968.477,726.609,581.489,484.742,415.637,363.809
CPRP-cz-ion,2903.6,1452.304,968.538,726.656,581.526,484.773,415.664,363.832
CPRP-cz-ion,2904.603,1452.805,968.873,726.907,581.727,484.94,415.807,363.957
CPRP-cz-ion,2905.606,1453.307,969.207,727.157,581.928,485.108,415.95,364.083
DiSul-by-ion,2910.322,1455.665,970.779,728.336,582.871,485.894,416.624,364.672
DiSul-cz-ion,2913.269,1457.139,971.762,729.073,583.46,486.385,417.045,365.04
DiSul-cz-ion,2914.277,1457.642,972.098,729.325,583.662,486.553,417.189,365.166
DiSul-by-ion,2914.299,1457.653,972.105,729.331,583.666,486.556,417.192,365.169
DiSul-cz-ion,2915.28,1458.144,972.432,729.576,583.862,486.72,417.332,365.292
DiSul-cz-ion,2916.284,1458.646,972.766,729.827,584.063,486.887,417.476,365.417
SG-CHH-reduced-cz-ion,2917.301,1459.154,973.105,730.081,584.266,487.057,417.621,365.544
SG-CHH-reduced-cz-ion,2918.308,1459.658,973.441,730.333,584.468,487.225,417.765,365.67
SG-CHH-reduced-cz-ion,2919.312,1460.16,973.776,730.584,584.669,487.392,417.908,365.796
SG-CHH-reduced-cz-ion,2920.315,1460.661,974.11,730.835,584.869,487.559,418.052,365.921
DiSul-by-ion,2924.283,1462.646,975.433,731.827,585.663,488.22,418.619,366.417
DiSul-by-ion,2925.267,1463.138,975.761,732.073,585.86,488.384,418.759,366.54
DiSul-by-ion,2927.348,1464.178,976.455,732.593,586.276,488.731,419.056,366.8
DiSul-by-ion,2931.325,1466.167,977.78,733.587,587.071,489.394,419.625,367.297
DiSul-by-ion,2933.538,1467.273,978.518,734.14,587.514,489.763,419.941,367.574
DiSul-by-ion,2934.522,1467.765,978.846,734.386,587.711,489.927,420.081,367.697
DiSul-by-ion,2935.463,1468.235,979.159,734.622,587.899,490.084,420.216,367.815
DiSul-cz-ion,2935.529,1468.269,979.182,734.638,587.912,490.095,420.225,367.823
DiSul-by-ion,2936.196,1468.602,979.404,734.805,588.045,490.206,420.32,367.906
DiSul-by-ion,2936.447,1468.727,979.487,734.868,588.096,490.248,420.356,367.938
DiSul-cz-ion,2936.537,1468.773,979.518,734.89,588.114,490.263,420.369,367.949
DiSul-by-ion,2937.333,1469.17,979.783,735.089,588.273,490.395,420.483,368.048
DiSul-cz-ion,2937.455,1469.231,979.823,735.12,588.297,490.416,420.5,368.064
SG-CHH-pyro-Q-reduced-by-ion,2937.478,1469.243,979.831,735.125,588.302,490.42,420.504,368.067
DiSul-cz-ion,2937.541,1469.274,979.852,735.141,588.314,490.43,420.513,368.074
DiSul-by-ion,2938.317,1469.662,980.111,735.335,588.47,490.559,420.623,368.171
SG-CHH-pyro-Q-reduced-by-ion,2938.462,1469.735,980.159,735.371,588.499,490.584,420.644,368.19
DiSul-cz-ion,2938.544,1469.776,980.187,735.392,588.515,490.597,420.656,368.2
DiSul-cz-ion,2939.466,1470.237,980.494,735.622,588.699,490.751,420.788,368.315
SG-CHH-pyro-Q-reduced-cz-ion,2939.47,1470.239,980.495,735.623,588.7,490.752,420.788,368.316
DiSul-cz-ion,2940.469,1470.738,980.828,735.873,588.9,490.918,420.931,368.44
SG-CHH-pyro-Q-reduced-cz-ion,2940.478,1470.743,980.831,735.875,588.902,490.92,420.932,368.442
DiSul-by-ion,2941.31,1471.159,981.108,736.083,589.068,491.058,421.051,368.546
SG-CHH-pyro-Q-reduced-cz-ion,2941.481,1471.245,981.166,736.126,589.103,491.087,421.075,368.567
SG-CHH-pyro-Q-reduced-by-ion,2942.243,1471.625,981.42,736.317,589.255,491.214,421.184,368.662
DiSul-by-ion,2942.294,1471.651,981.436,736.329,589.265,491.222,421.192,368.669
SG-CHH-pyro-Q-reduced-cz-ion,2942.485,1471.746,981.5,736.377,589.303,491.254,421.219,368.692
DiSul-by-ion,2944.375,1472.691,982.13,736.85,589.681,491.569,421.489,368.929
DiSul-by-ion,2951.548,1476.278,984.521,738.643,591.116,492.765,422.514,369.825
DiSul-by-ion,2953.223,1477.115,985.079,739.062,591.451,493.044,422.753,370.035
DiSul-by-ion,2953.473,1477.241,985.163,739.124,591.501,493.085,422.789,370.066
DiSul-by-ion,2954.359,1477.683,985.458,739.346,591.678,493.233,422.915,370.177
CPRP-by-ion,2954.599,1477.804,985.538,739.406,591.726,493.273,422.949,370.207
DiSul-by-ion,2955.343,1478.176,985.786,739.592,591.875,493.397,423.056,370.3
SG-CHH-pyro-Q-reduced-by-ion,2955.489,1478.248,985.835,739.628,591.904,493.421,423.077,370.318
DiSul-cz-ion,2958.313,1479.66,986.776,740.334,592.469,493.892,423.48,370.671
SG-CHH-pyro-Q-reduced-by-ion,2959.27,1480.139,987.095,740.573,592.66,494.052,423.617,370.791
DiSul-by-ion,2959.32,1480.164,987.112,740.586,592.67,494.06,423.624,370.797
DiSul-cz-ion,2960.324,1480.666,987.446,740.837,592.871,494.227,423.767,370.922
DiSul-cz-ion,2961.327,1481.167,987.781,741.088,593.072,494.394,423.911,371.048
DiSul-by-ion,2963.207,1482.107,988.408,741.558,593.448,494.708,424.179,371.283
DiSul-by-ion,2964.191,1482.599,988.736,741.804,593.644,494.872,424.32,371.406
SG-CHH-pyro-Q-reduced-by-ion,2969.254,1485.131,990.423,743.069,594.657,495.716,425.043,372.039
SG-CHH-pyro-Q-reduced-by-ion,2970.238,1485.623,990.751,743.315,594.854,495.88,425.184,372.162
DiSul-by-ion,2970.249,1485.628,990.755,743.318,594.856,495.881,425.185,372.163
CPRP-by-ion,2970.594,1485.801,990.87,743.404,594.925,495.939,425.234,372.206
DiSul-cz-ion,2971.362,1486.185,991.126,743.596,595.079,496.067,425.344,372.302
CPRP-by-ion,2971.626,1486.317,991.214,743.662,595.131,496.111,425.382,372.335
DiSul-by-ion,2972.37,1486.689,991.462,743.848,595.28,496.235,425.488,372.428
DiSul-cz-ion,2973.373,1487.19,991.796,744.099,595.481,496.402,425.631,372.553
DiSul-cz-ion,2974.376,1487.692,992.131,744.35,595.682,496.569,425.775,372.679
DiSul-cz-ion,2975.339,1488.173,992.452,744.591,595.874,496.73,425.912,372.799
SG-CHH-reduced-by-ion,2976.296,1488.652,992.771,744.83,596.065,496.889,426.049,372.919
DiSul-cz-ion,2976.347,1488.677,992.788,744.843,596.076,496.898,426.056,372.925
DiSul-cz-ion,2977.35,1489.179,993.122,745.093,596.276,497.065,426.2,373.051
DiSul-cz-ion,2978.354,1489.681,993.456,745.344,596.477,497.232,426.343,373.176
DiSul-by-ion,2980.234,1490.621,994.083,745.814,596.853,497.546,426.612,373.411
DiSul-by-ion,2981.218,1491.113,994.411,746.06,597.05,497.71,426.752,373.534
CPRP-by-ion,2981.61,1491.309,994.542,746.158,597.128,497.775,426.808,373.583
CPRP-by-ion,2982.594,1491.801,994.87,746.404,597.325,497.939,426.949,373.706
SG-CHH-reduced-by-ion,2986.28,1493.644,996.099,747.326,598.062,498.553,427.475,374.167
DiSul-by-ion,2986.397,1493.702,996.138,747.355,598.086,498.573,427.492,374.181
SG-CHH-pyro-Q-reduced-by-ion,2987.265,1494.136,996.427,747.572,598.259,498.717,427.616,374.29
DiSul-by-ion,2987.381,1494.194,996.466,747.601,598.282,498.737,427.633,374.304
CPRP-by-ion,2987.621,1494.314,996.545,747.661,598.33,498.777,427.667,374.334
DiSul-cz-ion,2988.388,1494.698,996.801,747.853,598.484,498.905,427.776,374.43
PO-CHH-reduced-by-ion,2988.413,1494.71,996.809,747.859,598.489,498.909,427.78,374.433
DiSul-cz-ion,2989.396,1495.202,997.137,748.105,598.686,499.073,427.92,374.556
PO-CHH-reduced-by-ion,2989.397,1495.202,997.137,748.105,598.686,499.073,427.921,374.556
DiSul-cz-ion,2990.4,1495.704,997.472,748.356,598.886,499.24,428.064,374.682
PO-CHH-pyro-Q-reduced-cz-ion,2990.405,1495.706,997.473,748.357,598.887,499.241,428.065,374.682
DiSul-cz-ion,2991.403,1496.205,997.806,748.607,599.087,499.407,428.207,374.807
DiSul-cz-ion,2991.403,1496.206,997.806,748.607,599.087,499.407,428.207,374.807
PO-CHH-pyro-Q-reduced-cz-ion,2991.412,1496.21,997.809,748.609,599.089,499.409,428.208,374.808
PO-CHH-pyro-Q-reduced-cz-ion,2992.416,1496.712,998.144,748.86,599.289,499.576,428.352,374.934
PO-CHH-pyro-Q-reduced-cz-ion,2993.419,1497.213,998.478,749.111,599.49,499.743,428.495,375.059
CPRP-by-ion,2993.551,1497.28,998.522,749.144,599.517,499.765,428.514,375.076
CPRP-by-ion,2994.535,1497.772,998.85,749.39,599.713,499.929,428.655,375.199
CPRP-cz-ion,2995.543,1498.276,999.186,749.642,599.915,500.097,428.799,375.325
CPRP-cz-ion,2996.551,1498.779,999.522,749.894,600.116,500.265,428.943,375.451
DiSul-cz-ion,2997.236,1499.122,999.751,750.065,600.254,500.379,429.04,375.536
CPRP-cz-ion,2997.554,1499.281,999.857,750.144,600.317,500.432,429.086,375.576
CPRP-by-ion,2997.605,1499.306,999.874,750.157,600.327,500.441,429.093,375.582
DiSul-by-ion,2998.244,1499.626,1000.087,750.317,600.455,500.547,429.184,375.662
DiSul-by-ion,2998.266,1499.637,1000.094,750.322,600.459,500.551,429.188,375.665
CPRP-cz-ion,2998.558,1499.783,1000.191,750.395,600.518,500.6,429.229,375.702
CPRP-by-ion,2998.589,1499.798,1000.202,750.403,600.524,500.605,429.234,375.705
DiSul-cz-ion,2999.247,1500.128,1000.421,750.568,600.656,500.714,429.328,375.788
DiSul-by-ion,2999.446,1500.227,1000.487,750.617,600.696,500.748,429.356,375.813
CPRP-by-ion,2999.621,1500.314,1000.545,750.661,600.73,500.777,429.381,375.834
DiSul-cz-ion,3000.251,1500.629,1000.755,750.819,600.856,500.882,429.471,375.913
DiSul-by-ion,3000.43,1500.719,1000.815,750.863,600.892,500.912,429.497,375.936
DiSul-cz-ion,3001.438,1501.223,1001.151,751.115,601.094,501.08,429.641,376.062
DiSul-cz-ion,3002.446,1501.727,1001.487,751.367,601.295,501.248,429.785,376.188
SG-CHH-pyro-Q-reduced-cz-ion,3003.283,1502.146,1001.766,751.577,601.463,501.387,429.904,376.292
DiSul-cz-ion,3003.449,1502.229,1001.822,751.618,601.496,501.415,429.928,376.313
SG-CHH-reduced-by-ion,3004.291,1502.649,1002.102,751.829,601.664,501.555,430.048,376.418
DiSul-by-ion,3004.408,1502.708,1002.141,751.858,601.688,501.575,430.065,376.433
DiSul-cz-ion,3004.453,1502.73,1002.156,751.869,601.697,501.582,430.071,376.438
SG-CHH-pyro-Q-reduced-cz-ion,3005.294,1503.151,1002.437,752.079,601.865,501.722,430.192,376.544
SG-CHH-pyro-Q-reduced-cz-ion,3006.298,1503.653,1002.771,752.33,602.066,501.89,430.335,376.669
PO-CHH-reduced-by-ion,3006.423,1503.716,1002.813,752.362,602.091,501.91,430.353,376.685
CPRP-by-ion,3009.546,1505.277,1003.854,753.142,602.716,502.431,430.799,377.075
CPRP-by-ion,3010.53,1505.769,1004.182,753.388,602.912,502.595,430.94,377.198
DiSul-by-ion,3011.315,1506.162,1004.444,753.585,603.069,502.726,431.052,377.296
CPRP-cz-ion,3011.538,1506.273,1004.518,753.64,603.114,502.763,431.084,377.324
CPRP-by-ion,3011.562,1506.285,1004.526,753.646,603.119,502.767,431.087,377.327
CPRP-by-ion,3011.621,1506.314,1004.545,753.661,603.13,502.777,431.095,377.334
CPRP-cz-ion,3012.546,1506.777,1004.854,753.892,603.315,502.931,431.228,377.45
CPRP-cz-ion,3013.549,1507.279,1005.188,754.143,603.516,503.098,431.371,377.575
DiSul-cz-ion,3014.263,1507.635,1005.426,754.322,603.659,503.217,431.473,377.665
CPRP-cz-ion,3014.553,1507.78,1005.523,754.394,603.717,503.265,431.514,377.701
DiSul-cz-ion,3015.271,1508.139,1005.762,754.574,603.86,503.385,431.617,377.791
DiSul-by-ion,3015.292,1508.15,1005.769,754.579,603.865,503.389,431.62,377.793
CPRP-by-ion,3015.616,1508.312,1005.877,754.66,603.929,503.443,431.666,377.834
CPRP-cz-ion,3015.64,1508.324,1005.885,754.666,603.934,503.447,431.67,377.837
DiSul-cz-ion,3016.274,1508.641,1006.097,754.824,604.061,503.552,431.76,377.916
CPRP-cz-ion,3016.647,1508.828,1006.221,754.918,604.136,503.614,431.813,377.963
DiSul-cz-ion,3017.277,1509.143,1006.431,755.075,604.262,503.719,431.903,378.041
DiSul-by-ion,3017.457,1509.232,1006.491,755.12,604.298,503.749,431.929,378.064
CPRP-cz-ion,3017.651,1509.329,1006.555,755.169,604.336,503.782,431.957,378.088
CPRP-cz-ion,3018.654,1509.831,1006.89,755.419,604.537,503.949,432.1,378.214
SG-CHH-reduced-cz-ion,3020.31,1510.659,1007.442,755.833,604.868,504.225,432.337,378.421
SG-CHH-reduced-cz-ion,3021.318,1511.163,1007.778,756.085,605.07,504.393,432.481,378.547
SG-CHH-reduced-cz-ion,3022.321,1511.664,1008.112,756.336,605.27,504.56,432.624,378.672
SG-CHH-reduced-cz-ion,3023.324,1512.166,1008.447,756.587,605.471,504.727,432.767,378.797
DiSul-by-ion,3023.406,1512.207,1008.474,756.607,605.487,504.741,432.779,378.808
DiSul-by-ion,3025.277,1513.142,1009.097,757.075,605.862,505.053,433.046,379.041
DiSul-by-ion,3026.261,1513.634,1009.425,757.321,606.058,505.217,433.187,379.164
CPRP-by-ion,3027.557,1514.282,1009.857,757.645,606.318,505.433,433.372,379.326
CPRP-by-ion,3027.616,1514.312,1009.877,757.66,606.329,505.443,433.38,379.334
DiSul-by-ion,3028.342,1514.675,1010.119,757.841,606.475,505.564,433.484,379.425
CPRP-by-ion,3028.647,1514.828,1010.221,757.918,606.536,505.614,433.528,379.463
CPRP-cz-ion,3031.634,1516.321,1011.217,758.664,607.133,506.112,433.954,379.836
DiSul-by-ion,3032.319,1516.663,1011.445,758.836,607.27,506.226,434.052,379.922
CPRP-cz-ion,3032.642,1516.825,1011.553,758.916,607.335,506.28,434.098,379.962
CPRP-cz-ion,3033.646,1517.327,1011.887,759.167,607.535,506.448,434.242,380.088
DiSul-by-ion,3034.531,1517.769,1012.182,759.389,607.712,506.595,434.368,380.198
CPRP-cz-ion,3034.649,1517.828,1012.222,759.418,607.736,506.615,434.385,380.213
DiSul-by-ion,3035.515,1518.261,1012.51,759.635,607.909,506.759,434.509,380.321
DiSul-cz-ion,3036.523,1518.765,1012.846,759.887,608.111,506.927,434.653,380.447
SG-CHH-pyro-Q-reduced-by-ion,3036.547,1518.777,1012.854,759.893,608.116,506.931,434.656,380.45
SG-CHH-pyro-Q-reduced-by-ion,3037.531,1519.269,1013.182,760.139,608.312,507.095,434.797,380.573
DiSul-by-ion,3038.326,1519.667,1013.447,760.337,608.471,507.228,434.91,380.673
DiSul-cz-ion,3038.534,1519.771,1013.517,760.389,608.513,507.262,434.94,380.699
SG-CHH-pyro-Q-reduced-cz-ion,3038.539,1519.773,1013.518,760.391,608.514,507.263,434.941,380.699
CPRP-by-ion,3038.632,1519.82,1013.549,760.414,608.533,507.279,434.954,380.711
DiSul-by-ion,3039.31,1520.159,1013.775,760.583,608.668,507.392,435.051,380.796
DiSul-cz-ion,3039.538,1520.273,1013.851,760.64,608.714,507.43,435.084,380.824
SG-CHH-pyro-Q-reduced-cz-ion,3039.546,1520.277,1013.854,760.642,608.716,507.431,435.085,380.825
CPRP-by-ion,3039.616,1520.312,1013.877,760.66,608.729,507.443,435.095,380.834
DiSul-by-ion,3040.432,1520.72,1014.149,760.864,608.893,507.579,435.211,380.936
SG-CHH-pyro-Q-reduced-cz-ion,3040.55,1520.779,1014.188,760.893,608.916,507.598,435.228,380.951
SG-CHH-pyro-Q-reduced-cz-ion,3041.553,1521.28,1014.523,761.144,609.117,507.765,435.371,381.076
DiSul-by-ion,3042.303,1521.656,1014.773,761.332,609.267,507.89,435.479,381.17
DiSul-by-ion,3043.287,1522.148,1015.101,761.578,609.464,508.054,435.619,381.293
CPRP-by-ion,3044.642,1522.825,1015.553,761.916,609.735,508.28,435.813,381.462
DiSul-by-ion,3045.368,1523.188,1015.795,762.098,609.88,508.401,435.916,381.553
DiSul-by-ion,3050.417,1525.712,1017.477,763.36,610.89,509.243,436.638,382.184
DiSul-by-ion,3051.401,1526.204,1017.805,763.606,611.086,509.407,436.778,382.307
DiSul-by-ion,3052.542,1526.775,1018.186,763.891,611.315,509.597,436.941,382.45
SG-CHH-pyro-Q-reduced-by-ion,3054.557,1527.783,1018.858,764.395,611.718,509.933,437.229,382.701
CPRP-by-ion,3054.627,1527.817,1018.881,764.413,611.732,509.944,437.239,382.71
DiSul-by-ion,3055.353,1528.18,1019.123,764.594,611.877,510.065,437.343,382.801
CPRP-by-ion,3055.611,1528.309,1019.209,764.659,611.928,510.108,437.38,382.833
DiSul-by-ion,3056.337,1528.672,1019.451,764.84,612.074,510.229,437.483,382.924
CPRP-by-ion,3056.642,1528.825,1019.553,764.916,612.135,510.28,437.527,382.962
DiSul-by-ion,3057.459,1529.233,1019.825,765.121,612.298,510.416,437.644,383.064
DiSul-cz-ion,3059.306,1530.157,1020.441,765.582,612.667,510.724,437.908,383.295
DiSul-by-ion,3060.314,1530.661,1020.776,765.834,612.869,510.892,438.052,383.421
DiSul-cz-ion,3061.317,1531.163,1021.111,766.085,613.07,511.059,438.195,383.546
DiSul-cz-ion,3062.321,1531.664,1021.445,766.336,613.27,511.227,438.338,383.672
DiSul-by-ion,3064.578,1532.793,1022.198,766.9,613.722,511.603,438.661,383.954
DiSul-by-ion,3065.562,1533.285,1022.526,767.146,613.919,511.767,438.801,384.077
DiSul-cz-ion,3066.57,1533.789,1022.862,767.398,614.12,511.935,438.945,384.203
DiSul-by-ion,3067.443,1534.226,1023.153,767.617,614.295,512.08,439.07,384.312
DiSul-cz-ion,3067.578,1534.293,1023.198,767.65,614.322,512.103,439.089,384.329
DiSul-by-ion,3068.427,1534.718,1023.481,767.863,614.492,512.244,439.211,384.435
DiSul-cz-ion,3068.581,1534.794,1023.532,767.901,614.522,512.27,439.233,384.454
DiSul-cz-ion,3069.584,1535.296,1023.867,768.152,614.723,512.437,439.376,384.58
DiSul-cz-ion,3072.355,1536.682,1024.79,768.845,615.277,512.899,439.772,384.926
CPRP-by-ion,3072.637,1536.822,1024.884,768.915,615.334,512.946,439.812,384.961
CPRP-cz-ion,3072.661,1536.834,1024.892,768.921,615.338,512.95,439.815,384.964
DiSul-by-ion,3073.363,1537.186,1025.126,769.097,615.479,513.067,439.916,385.052
CPRP-cz-ion,3073.669,1537.338,1025.228,769.173,615.54,513.118,439.959,385.09
DiSul-cz-ion,3074.367,1537.687,1025.461,769.348,615.68,513.234,440.059,385.178
CPRP-cz-ion,3074.672,1537.84,1025.563,769.424,615.741,513.285,440.103,385.216
DiSul-cz-ion,3075.37,1538.189,1025.795,769.598,615.88,513.402,440.202,385.303
CPRP-cz-ion,3075.676,1538.342,1025.897,769.675,615.941,513.453,440.246,385.341
DiSul-cz-ion,3076.333,1538.67,1026.116,769.839,616.073,513.562,440.34,385.423
DiSul-cz-ion,3077.34,1539.174,1026.452,770.091,616.274,513.73,440.484,385.549
DiSul-cz-ion,3078.344,1539.676,1026.786,770.342,616.475,513.897,440.627,385.675
DiSul-cz-ion,3079.347,1540.177,1027.121,770.593,616.676,514.064,440.771,385.8
DiSul-by-ion,3082.589,1541.798,1028.201,771.403,617.324,514.605,441.234,386.205
DiSul-cz-ion,3084.446,1542.727,1028.821,771.867,617.695,514.914,441.499,386.438
DiSul-by-ion,3085.454,1543.231,1029.156,772.119,617.897,515.082,441.643,386.564
DiSul-cz-ion,3086.457,1543.732,1029.491,772.37,618.098,515.249,441.786,386.689
DiSul-cz-ion,3087.461,1544.234,1029.825,772.621,618.298,515.417,441.93,386.814
CPRP-cz-ion,3088.656,1544.832,1030.224,772.92,618.537,515.616,442.1,386.964
DiSul-cz-ion,3089.382,1545.195,1030.466,773.101,618.683,515.737,442.204,387.055
CPRP-cz-ion,3089.664,1545.336,1030.56,773.172,618.739,515.784,442.244,387.09
DiSul-cz-ion,3090.39,1545.699,1030.802,773.353,618.884,515.905,442.348,387.181
CPRP-cz-ion,3090.667,1545.837,1030.894,773.423,618.94,515.951,442.388,387.215
DiSul-cz-ion,3091.393,1546.2,1031.136,773.604,619.085,516.072,442.491,387.306
CPRP-cz-ion,3091.67,1546.339,1031.229,773.673,619.14,516.118,442.531,387.341
DiSul-cz-ion,3092.397,1546.702,1031.471,773.855,619.286,516.239,442.635,387.431
DiSul-by-ion,3099.259,1550.134,1033.758,775.571,620.658,517.383,443.615,388.289
DiSul-by-ion,3100.44,1550.724,1034.152,775.866,620.894,517.58,443.784,388.437
DiSul-by-ion,3101.424,1551.216,1034.48,776.112,621.091,517.744,443.924,388.56
DiSul-cz-ion,3101.473,1551.24,1034.496,776.124,621.101,517.752,443.931,388.566
DiSul-cz-ion,3102.432,1551.72,1034.816,776.364,621.293,517.912,444.068,388.686
PO-CHH-reduced-by-ion,3102.456,1551.732,1034.824,776.37,621.297,517.916,444.072,388.689
DiSul-cz-ion,3102.48,1551.744,1034.832,776.376,621.302,517.92,444.075,388.692
PO-CHH-reduced-by-ion,3103.44,1552.224,1035.152,776.616,621.494,518.08,444.212,388.812
DiSul-cz-ion,3103.484,1552.246,1035.166,776.627,621.503,518.087,444.219,388.817
DiSul-cz-ion,3104.443,1552.725,1035.486,776.867,621.695,518.247,444.356,388.937
PO-CHH-pyro-Q-reduced-cz-ion,3104.447,1552.728,1035.488,776.868,621.696,518.248,444.356,388.938
DiSul-cz-ion,3104.487,1552.747,1035.501,776.878,621.704,518.254,444.362,388.943
SG-CHH-pyro-Q-reduced-by-ion,3105.306,1553.157,1035.774,777.082,621.868,518.391,444.479,389.045
DiSul-cz-ion,3105.446,1553.227,1035.821,777.117,621.896,518.414,444.499,389.063
PO-CHH-pyro-Q-reduced-cz-ion,3105.455,1553.232,1035.824,777.12,621.897,518.416,444.5,389.064
PO-CHH-pyro-Q-reduced-cz-ion,3106.459,1553.733,1036.158,777.371,622.098,518.583,444.644,389.189
PO-CHH-pyro-Q-reduced-cz-ion,3107.462,1554.235,1036.493,777.621,622.299,518.75,444.787,389.315
DiSul-by-ion,3112.309,1556.658,1038.108,778.833,623.268,519.558,445.479,389.92
DiSul-by-ion,3114.473,1557.741,1038.83,779.374,623.701,519.919,445.789,390.191
DiSul-by-ion,3115.457,1558.233,1039.158,779.62,623.898,520.083,445.929,390.314
DiSul-by-ion,3116.286,1558.647,1039.434,779.827,624.063,520.221,446.048,390.418
DiSul-cz-ion,3116.465,1558.737,1039.494,779.872,624.099,520.251,446.073,390.44
DiSul-cz-ion,3117.473,1559.24,1039.83,780.124,624.301,520.419,446.217,390.566
DiSul-by-ion,3118.451,1559.729,1040.155,780.369,624.496,520.582,446.357,390.688
DiSul-cz-ion,3118.476,1559.742,1040.164,780.375,624.502,520.586,446.36,390.691
DiSul-cz-ion,3119.48,1560.244,1040.498,780.626,624.702,520.753,446.504,390.817
PO-CHH-reduced-by-ion,3120.466,1560.737,1040.827,780.872,624.899,520.918,446.645,390.94
SG-CHH-pyro-Q-reduced-by-ion,3122.333,1561.67,1041.45,781.339,625.273,521.229,446.911,391.173
