peptide,1,2,3,4,5,6,7,8
DiSul-cz-ion,5815.586,2908.297,1939.201,1454.652,1163.924,970.104,831.662,727.83
DiSul-by-ion,5816.696,2908.852,1939.57,1454.93,1164.145,970.289,831.82,727.969
DiSul-by-ion,5823.604,2912.306,1941.873,1456.657,1165.527,971.441,832.807,728.832
DiSul-by-ion,5824.588,2912.798,1942.201,1456.903,1165.724,971.605,832.948,728.955
SG-CHH-pyro-Q-reduced-by-ion,5826.684,2913.846,1942.9,1457.427,1166.143,971.954,833.247,729.217
SG-CHH-reduced-cz-ion,5827.626,2914.317,1943.214,1457.662,1166.332,972.111,833.382,729.335
DiSul-by-ion,5828.591,2914.799,1943.535,1457.904,1166.524,972.272,833.52,729.456
SG-CHH-reduced-cz-ion,5828.634,2914.821,1943.55,1457.914,1166.533,972.279,833.526,729.461
SG-CHH-reduced-cz-ion,5829.638,2915.323,1943.884,1458.165,1166.734,972.446,833.669,729.587
DiSul-by-ion,5830.519,2915.763,1944.178,1458.386,1166.91,972.593,833.795,729.697
SG-CHH-reduced-cz-ion,5830.641,2915.824,1944.219,1458.416,1166.934,972.613,833.813,729.712
DiSul-by-ion,5830.647,2915.827,1944.221,1458.418,1166.936,972.614,833.813,729.713
DiSul-by-ion,5834.751,2917.879,1945.589,1459.444,1167.756,973.298,834.4,730.226
DiSul-by-ion,5835.735,2918.371,1945.917,1459.69,1167.953,973.462,834.54,730.349
DiSul-cz-ion,5836.742,2918.875,1946.253,1459.941,1168.155,973.63,834.684,730.475
DiSul-cz-ion,5837.75,2919.379,1946.589,1460.193,1168.356,973.798,834.828,730.601
DiSul-by-ion,5838.629,2919.818,1946.882,1460.413,1168.532,973.945,834.954,730.71
DiSul-cz-ion,5838.754,2919.881,1946.923,1460.444,1168.557,973.966,834.972,730.726
DiSul-by-ion,5839.613,2920.31,1947.21,1460.659,1168.729,974.109,835.094,730.833
DiSul-cz-ion,5839.757,2920.382,1947.258,1460.695,1168.758,974.133,835.115,730.851
DiSul-cz-ion,5840.621,2920.814,1947.546,1460.911,1168.93,974.277,835.238,730.959
DiSul-by-ion,5840.631,2920.819,1947.549,1460.914,1168.932,974.278,835.24,730.961
DiSul-by-ion,5841.615,2921.311,1947.877,1461.16,1169.129,974.442,835.38,731.084
DiSul-cz-ion,5841.629,2921.318,1947.881,1461.163,1169.132,974.445,835.382,731.085
PO-CHH-pyro-Q-reduced-by-ion,5842.468,2921.738,1948.161,1461.373,1169.3,974.585,835.502,731.19
DiSul-cz-ion,5842.632,2921.82,1948.216,1461.414,1169.333,974.612,835.526,731.211
DiSul-cz-ion,5843.636,2922.322,1948.55,1461.665,1169.533,974.779,835.669,731.336
DiSul-by-ion,5847.545,2924.277,1949.854,1462.642,1170.315,975.431,836.227,731.825
DiSul-by-ion,5852.761,2926.884,1951.592,1463.946,1171.358,976.3,836.973,732.477
DiSul-by-ion,5856.64,2928.824,1952.885,1464.916,1172.134,976.947,837.527,732.962
DiSul-by-ion,5857.53,2929.269,1953.182,1465.138,1172.312,977.095,837.654,733.073
DiSul-cz-ion,5857.634,2929.321,1953.216,1465.164,1172.333,977.112,837.669,733.086
DiSul-by-ion,5858.514,2929.761,1953.51,1465.384,1172.509,977.259,837.794,733.196
DiSul-by-ion,5858.641,2929.825,1953.552,1465.416,1172.535,977.28,837.813,733.212
PO-CHH-reduced-by-ion,5859.495,2930.251,1953.837,1465.63,1172.705,977.422,837.935,733.319
DiSul-cz-ion,5859.645,2930.326,1953.887,1465.667,1172.735,977.447,837.956,733.337
DiSul-cz-ion,5860.648,2930.828,1954.221,1465.918,1172.936,977.615,838.099,733.463
DiSul-by-ion,5864.572,2932.79,1955.529,1466.899,1173.721,978.269,838.66,733.953
PO-CHH-pyro-Q-reduced-by-ion,5869.479,2935.243,1957.165,1468.126,1174.702,979.086,839.361,734.567
PO-CHH-pyro-Q-reduced-by-ion,5870.463,2935.735,1957.493,1468.372,1174.899,979.25,839.501,734.69
DiSul-by-ion,5874.556,2937.782,1958.857,1469.395,1175.718,979.933,840.086,735.201
DiSul-cz-ion,5874.66,2937.834,1958.892,1469.421,1175.738,979.95,840.101,735.214
DiSul-by-ion,5875.54,2938.274,1959.185,1469.641,1175.914,980.097,840.227,735.324
DiSul-cz-ion,5875.668,2938.338,1959.228,1469.673,1175.94,980.118,840.245,735.34
PO-CHH-reduced-by-ion,5876.521,2938.765,1959.512,1469.886,1176.111,980.26,840.367,735.447
DiSul-cz-ion,5876.671,2938.84,1959.562,1469.924,1176.141,980.285,840.388,735.466
SG-CHH-pyro-Q-reduced-by-ion,5877.618,2939.313,1959.878,1470.16,1176.33,980.443,840.524,735.584
DiSul-cz-ion,5877.675,2939.341,1959.897,1470.175,1176.341,980.452,840.532,735.591
PO-CHH-reduced-by-ion,5885.586,2943.297,1962.534,1472.152,1177.924,981.771,841.662,736.58
PO-CHH-reduced-by-ion,5886.506,2943.757,1962.84,1472.382,1178.107,981.924,841.793,736.695
PO-CHH-reduced-by-ion,5886.571,2943.789,1962.862,1472.399,1178.12,981.935,841.803,736.703
PO-CHH-reduced-by-ion,5887.49,2944.249,1963.168,1472.628,1178.304,982.088,841.934,736.818
PO-CHH-pyro-Q-reduced-cz-ion,5887.578,2944.293,1963.198,1472.65,1178.322,982.103,841.946,736.829
PO-CHH-pyro-Q-reduced-cz-ion,5888.586,2944.797,1963.534,1472.902,1178.523,982.271,842.09,736.955
PO-CHH-pyro-Q-reduced-cz-ion,5889.59,2945.299,1963.868,1473.153,1178.724,982.438,842.234,737.081
PO-CHH-pyro-Q-reduced-cz-ion,5890.593,2945.8,1964.203,1473.404,1178.925,982.605,842.377,737.206
DiSul-cz-ion,5891.559,2946.283,1964.525,1473.646,1179.118,982.766,842.515,737.327
DiSul-by-ion,5892.567,2946.787,1964.861,1473.898,1179.32,982.934,842.659,737.453
DiSul-cz-ion,5893.57,2947.289,1965.195,1474.148,1179.52,983.102,842.802,737.578
DiSul-cz-ion,5894.574,2947.791,1965.53,1474.399,1179.721,983.269,842.946,737.704
SG-CHH-pyro-Q-reduced-by-ion,5894.645,2947.826,1965.553,1474.417,1179.735,983.281,842.956,737.712
PO-CHH-pyro-Q-reduced-cz-ion,5903.508,2952.258,1968.508,1476.633,1181.508,984.758,844.222,738.82
PO-CHH-reduced-by-ion,5903.597,2952.302,1968.538,1476.655,1181.526,984.773,844.235,738.831
PO-CHH-reduced-by-ion,5904.516,2952.762,1968.844,1476.885,1181.709,984.926,844.366,738.946
SG-CHH-pyro-Q-reduced-by-ion,5904.629,2952.818,1968.882,1476.913,1181.732,984.945,844.382,738.96
PO-CHH-pyro-Q-reduced-cz-ion,5905.52,2953.264,1969.178,1477.136,1181.91,985.093,844.51,739.072
SG-CHH-pyro-Q-reduced-by-ion,5905.613,2953.31,1969.21,1477.159,1181.929,985.109,844.523,739.083
PO-CHH-pyro-Q-reduced-cz-ion,5906.523,2953.765,1969.513,1477.387,1182.111,985.26,844.653,739.197
DiSul-cz-ion,5908.586,2954.797,1970.2,1477.902,1182.523,985.604,844.948,739.455
DiSul-cz-ion,5909.593,2955.301,1970.536,1478.154,1182.725,985.772,845.091,739.581
DiSul-cz-ion,5910.597,2955.802,1970.871,1478.405,1182.926,985.939,845.235,739.706
DiSul-cz-ion,5911.6,2956.304,1971.205,1478.656,1183.126,986.107,845.378,739.832
SG-CHH-reduced-by-ion,5911.671,2956.34,1971.229,1478.674,1183.141,986.118,845.388,739.841
SG-CHH-pyro-Q-reduced-by-ion,5911.682,2956.345,1971.233,1478.676,1183.143,986.12,845.39,739.842
SG-CHH-pyro-Q-reduced-by-ion,5912.666,2956.837,1971.561,1478.922,1183.339,986.284,845.53,739.965
SG-CHH-pyro-Q-reduced-cz-ion,5913.674,2957.341,1971.897,1479.174,1183.541,986.452,845.674,740.091
SG-CHH-pyro-Q-reduced-cz-ion,5914.682,2957.845,1972.232,1479.426,1183.743,986.62,845.818,740.217
SG-CHH-pyro-Q-reduced-cz-ion,5915.685,2958.346,1972.567,1479.677,1183.943,986.787,845.962,740.342
SG-CHH-pyro-Q-reduced-cz-ion,5916.688,2958.848,1972.901,1479.928,1184.144,986.955,846.105,740.468
PO-CHH-reduced-cz-ion,5920.535,2960.771,1974.183,1480.89,1184.913,987.596,846.655,740.949
PO-CHH-reduced-cz-ion,5921.543,2961.275,1974.519,1481.142,1185.115,987.764,846.799,741.075
SG-CHH-reduced-by-ion,5921.656,2961.332,1974.557,1481.17,1185.137,987.783,846.815,741.089
PO-CHH-reduced-cz-ion,5922.546,2961.777,1974.854,1481.392,1185.315,987.931,846.942,741.2
SG-CHH-pyro-Q-reduced-by-ion,5922.64,2961.824,1974.885,1481.416,1185.334,987.947,846.955,741.212
PO-CHH-reduced-cz-ion,5923.549,2962.279,1975.188,1481.643,1185.516,988.098,847.085,741.325
DiSul-by-ion,5925.636,2963.322,1975.884,1482.165,1185.933,988.446,847.383,741.586
SG-CHH-pyro-Q-reduced-by-ion,5929.693,2965.35,1977.236,1483.179,1186.745,989.122,847.963,742.093
DiSul-by-ion,5935.744,2968.376,1979.253,1484.692,1187.955,990.131,848.827,742.85
DiSul-by-ion,5936.728,2968.868,1979.581,1484.938,1188.152,990.295,848.968,742.973
DiSul-cz-ion,5937.736,2969.372,1979.917,1485.19,1188.353,990.463,849.112,743.099
SG-CHH-pyro-Q-reduced-cz-ion,5938.658,2969.833,1980.225,1485.42,1188.538,990.616,849.244,743.214
DiSul-cz-ion,5938.744,2969.876,1980.253,1485.442,1188.555,990.631,849.256,743.225
DiSul-by-ion,5939.623,2970.315,1980.546,1485.662,1188.731,990.777,849.381,743.335
SG-CHH-reduced-by-ion,5939.666,2970.337,1980.561,1485.672,1188.74,990.784,849.388,743.34
DiSul-cz-ion,5939.747,2970.377,1980.588,1485.693,1188.756,990.798,849.399,743.35
DiSul-by-ion,5940.607,2970.807,1980.874,1485.908,1188.928,990.941,849.522,743.458
SG-CHH-pyro-Q-reduced-cz-ion,5940.67,2970.839,1980.895,1485.923,1188.94,990.952,849.531,743.466
DiSul-cz-ion,5940.751,2970.879,1980.922,1485.944,1188.956,990.965,849.543,743.476
DiSul-cz-ion,5941.615,2971.311,1981.21,1486.16,1189.129,991.109,849.666,743.584
SG-CHH-pyro-Q-reduced-cz-ion,5941.673,2971.34,1981.23,1486.174,1189.141,991.119,849.674,743.591
DiSul-cz-ion,5942.622,2971.815,1981.546,1486.411,1189.331,991.277,849.81,743.71
DiSul-by-ion,5942.663,2971.835,1981.559,1486.422,1189.339,991.284,849.816,743.715
PO-CHH-pyro-Q-reduced-by-ion,5943.516,2972.262,1981.844,1486.635,1189.509,991.426,849.938,743.821
DiSul-cz-ion,5943.626,2972.317,1981.88,1486.662,1189.531,991.444,849.953,743.835
DiSul-cz-ion,5944.629,2972.818,1982.215,1486.913,1189.732,991.611,850.097,743.96
DiSul-by-ion,5951.713,2976.361,1984.576,1488.684,1191.149,992.792,851.109,744.846
DiSul-by-ion,5952.647,2976.827,1984.888,1488.918,1191.336,992.948,851.242,744.963
DiSul-by-ion,5952.697,2976.853,1984.904,1488.93,1191.346,992.956,851.249,744.969
DiSul-by-ion,5953.631,2977.319,1985.216,1489.164,1191.532,993.112,851.383,745.086
DiSul-cz-ion,5953.705,2977.356,1985.24,1489.182,1191.547,993.124,851.393,745.095
DiSul-by-ion,5953.755,2977.381,1985.257,1489.195,1191.557,993.132,851.4,745.101
DiSul-cz-ion,5954.713,2977.86,1985.576,1489.434,1191.749,993.292,851.537,745.221
SG-CHH-reduced-cz-ion,5955.685,2978.346,1985.9,1489.677,1191.943,993.454,851.676,745.342
DiSul-cz-ion,5955.716,2978.362,1985.911,1489.685,1191.95,993.459,851.68,745.346
SG-CHH-reduced-cz-ion,5956.693,2978.85,1986.236,1489.929,1192.145,993.622,851.82,745.468
DiSul-cz-ion,5956.72,2978.864,1986.245,1489.936,1192.15,993.627,851.824,745.472
DiSul-by-ion,5957.633,2979.321,1986.55,1490.164,1192.333,993.779,851.954,745.586
SG-CHH-reduced-cz-ion,5957.696,2979.352,1986.571,1490.18,1192.345,993.789,851.963,745.594
DiSul-by-ion,5958.577,2979.793,1986.864,1490.4,1192.522,993.936,852.089,745.704
SG-CHH-reduced-cz-ion,5958.7,2979.854,1986.905,1490.431,1192.546,993.957,852.107,745.719
DiSul-by-ion,5959.689,2980.348,1987.235,1490.678,1192.744,994.121,852.248,745.843
PO-CHH-reduced-by-ion,5960.542,2980.775,1987.519,1490.891,1192.915,994.264,852.37,745.95
DiSul-by-ion,5963.793,2982.4,1988.603,1491.704,1193.565,994.805,852.834,746.356
DiSul-by-ion,5964.777,2982.893,1988.931,1491.95,1193.762,994.969,852.975,746.479
DiSul-cz-ion,5965.785,2983.396,1989.267,1492.202,1193.963,995.137,853.119,746.605
DiSul-cz-ion,5966.793,2983.9,1989.603,1492.454,1194.165,995.305,853.263,746.731
DiSul-cz-ion,5967.796,2984.402,1989.937,1492.705,1194.366,995.473,853.406,746.856
DiSul-cz-ion,5968.8,2984.904,1990.272,1492.956,1194.566,995.64,853.55,746.982
DiSul-by-ion,5969.673,2985.341,1990.563,1493.174,1194.741,995.785,853.674,747.091
DiSul-by-ion,5969.724,2985.366,1990.58,1493.187,1194.751,995.794,853.682,747.097
PO-CHH-pyro-Q-reduced-by-ion,5970.527,2985.767,1990.847,1493.388,1194.912,995.928,853.796,747.198
DiSul-by-ion,5970.657,2985.833,1990.891,1493.42,1194.938,995.949,853.815,747.214
PO-CHH-pyro-Q-reduced-by-ion,5971.511,2986.259,1991.175,1493.634,1195.108,996.092,853.937,747.321
DiSul-by-ion,5975.604,2988.306,1992.54,1494.657,1195.927,996.774,854.522,747.832
PO-CHH-reduced-by-ion,5977.569,2989.288,1993.195,1495.148,1196.32,997.101,854.802,748.078
SG-CHH-pyro-Q-reduced-by-ion,5980.627,2990.818,1994.214,1495.913,1196.932,997.611,855.239,748.46
DiSul-by-ion,5981.804,2991.406,1994.606,1496.207,1197.167,997.807,855.407,748.607
DiSul-by-ion,5985.588,2993.298,1995.868,1497.153,1197.924,998.438,855.948,749.08
DiSul-by-ion,5986.572,2993.79,1996.196,1497.399,1198.121,998.602,856.088,749.203
DiSul-cz-ion,5986.676,2993.842,1996.231,1497.425,1198.142,998.619,856.103,749.216
PO-CHH-reduced-by-ion,5987.553,2994.281,1996.523,1497.644,1198.317,998.765,856.229,749.326
DiSul-by-ion,5987.684,2994.346,1996.567,1497.677,1198.343,998.787,856.247,749.342
PO-CHH-reduced-by-ion,5988.537,2994.773,1996.851,1497.89,1198.514,998.929,856.369,749.449
DiSul-cz-ion,5988.687,2994.848,1996.901,1497.928,1198.544,998.954,856.391,749.468
DiSul-cz-ion,5989.691,2995.349,1997.235,1498.179,1198.744,999.122,856.534,749.593
DiSul-by-ion,5992.631,2996.819,1998.215,1498.914,1199.332,999.612,856.954,749.961
SG-CHH-pyro-Q-reduced-by-ion,5997.654,2999.331,1999.89,1500.169,1200.337,1000.449,857.672,750.589
DiSul-by-ion,6002.615,3001.811,2001.544,1501.41,1201.329,1001.276,858.38,751.209
DiSul-by-ion,6003.599,3002.303,2001.872,1501.656,1201.526,1001.44,858.521,751.332
DiSul-cz-ion,6003.703,3002.355,2001.906,1501.682,1201.547,1001.457,858.536,751.345
PO-CHH-pyro-Q-reduced-cz-ion,6004.556,3002.782,2002.191,1501.895,1201.717,1001.599,858.658,751.451
DiSul-cz-ion,6004.711,3002.859,2002.242,1501.934,1201.748,1001.625,858.68,751.471
PO-CHH-reduced-by-ion,6005.564,3003.286,2002.526,1502.147,1201.919,1001.767,858.802,751.577
DiSul-cz-ion,6005.714,3003.361,2002.577,1502.184,1201.949,1001.792,858.823,751.596
PO-CHH-pyro-Q-reduced-cz-ion,6006.567,3003.787,2002.861,1502.398,1202.12,1001.934,858.945,751.703
DiSul-cz-ion,6006.717,3003.863,2002.911,1502.435,1202.15,1001.959,858.966,751.721
PO-CHH-pyro-Q-reduced-cz-ion,6007.571,3004.289,2003.195,1502.649,1202.32,1002.102,859.088,751.828
SG-CHH-pyro-Q-reduced-by-ion,6007.638,3004.323,2003.218,1502.665,1202.334,1002.113,859.098,751.837
SG-CHH-pyro-Q-reduced-by-ion,6008.622,3004.815,2003.546,1502.911,1202.531,1002.277,859.238,751.96
SG-CHH-pyro-Q-reduced-by-ion,6010.751,3005.879,2004.255,1503.444,1202.956,1002.632,859.543,752.226
SG-CHH-pyro-Q-reduced-by-ion,6011.735,3006.371,2004.583,1503.69,1203.153,1002.796,859.683,752.349
SG-CHH-pyro-Q-reduced-cz-ion,6012.742,3006.875,2004.919,1503.941,1203.355,1002.964,859.827,752.475
SG-CHH-pyro-Q-reduced-cz-ion,6013.75,3007.379,2005.255,1504.193,1203.556,1003.132,859.971,752.601
SG-CHH-reduced-by-ion,6014.681,3007.844,2005.565,1504.426,1203.742,1003.287,860.104,752.717
SG-CHH-pyro-Q-reduced-cz-ion,6014.754,3007.881,2005.59,1504.444,1203.757,1003.299,860.114,752.726
SG-CHH-pyro-Q-reduced-cz-ion,6015.757,3008.382,2005.924,1504.695,1203.958,1003.466,860.258,752.851
DiSul-cz-ion,6019.618,3010.313,2007.211,1505.66,1204.73,1004.11,860.809,753.334
DiSul-by-ion,6020.626,3010.817,2007.547,1505.912,1204.931,1004.278,860.953,753.46
PO-CHH-reduced-cz-ion,6021.583,3011.295,2007.866,1506.152,1205.123,1004.437,861.09,753.58
DiSul-cz-ion,6021.629,3011.318,2007.881,1506.163,1205.132,1004.445,861.097,753.585
PO-CHH-reduced-cz-ion,6022.59,3011.799,2008.202,1506.403,1205.324,1004.605,861.234,753.706
DiSul-cz-ion,6022.632,3011.82,2008.216,1506.414,1205.333,1004.612,861.24,753.711
PO-CHH-reduced-by-ion,6022.645,3011.827,2008.22,1506.417,1205.335,1004.614,861.242,753.712
PO-CHH-reduced-cz-ion,6023.594,3012.301,2008.536,1506.654,1205.525,1004.772,861.377,753.831
PO-CHH-reduced-by-ion,6023.629,3012.319,2008.548,1506.663,1205.532,1004.778,861.382,753.835
PO-CHH-reduced-cz-ion,6024.597,3012.802,2008.871,1506.905,1205.726,1004.939,861.521,753.956
PO-CHH-pyro-Q-reduced-cz-ion,6024.637,3012.823,2008.884,1506.915,1205.734,1004.946,861.526,753.961
SG-CHH-reduced-by-ion,6024.665,3012.836,2008.893,1506.922,1205.739,1004.951,861.53,753.965
PO-CHH-pyro-Q-reduced-cz-ion,6025.645,3013.326,2009.22,1507.167,1205.935,1005.114,861.67,754.087
SG-CHH-pyro-Q-reduced-by-ion,6025.649,3013.328,2009.222,1507.168,1205.936,1005.115,861.671,754.088
PO-CHH-pyro-Q-reduced-cz-ion,6026.648,3013.828,2009.555,1507.418,1206.136,1005.281,861.814,754.213
PO-CHH-pyro-Q-reduced-cz-ion,6027.652,3014.33,2009.889,1507.669,1206.337,1005.449,861.957,754.338
SG-CHH-pyro-Q-reduced-by-ion,6028.761,3014.884,2010.259,1507.946,1206.558,1005.633,862.115,754.477
DiSul-cz-ion,6036.644,3018.826,2012.887,1509.917,1208.135,1006.947,863.242,755.462
DiSul-cz-ion,6037.652,3019.33,2013.223,1510.169,1208.337,1007.115,863.386,755.588
DiSul-cz-ion,6038.655,3019.832,2013.557,1510.42,1208.537,1007.282,863.529,755.714
DiSul-cz-ion,6039.659,3020.333,2013.891,1510.671,1208.738,1007.45,863.672,755.839
PO-CHH-reduced-by-ion,6040.656,3020.832,2014.224,1510.92,1208.937,1007.616,863.815,755.964
DiSul-by-ion,6040.663,3020.835,2014.226,1510.922,1208.939,1007.617,863.816,755.965
SG-CHH-pyro-Q-reduced-cz-ion,6041.668,3021.338,2014.561,1511.173,1209.14,1007.785,863.959,756.09
SG-CHH-reduced-by-ion,6042.675,3021.842,2014.897,1511.425,1209.341,1007.952,864.103,756.216
SG-CHH-pyro-Q-reduced-cz-ion,6043.679,3022.343,2015.231,1511.676,1209.542,1008.12,864.247,756.342
SG-CHH-pyro-Q-reduced-cz-ion,6044.682,3022.845,2015.566,1511.926,1209.743,1008.287,864.39,756.467
PO-CHH-pyro-Q-reduced-by-ion,6046.525,3023.766,2016.18,1512.387,1210.111,1008.594,864.653,756.697
DiSul-by-ion,6052.707,3026.857,2018.241,1513.933,1211.348,1009.624,865.536,757.47
DiSul-by-ion,6053.691,3027.349,2018.569,1514.179,1211.544,1009.788,865.677,757.593
DiSul-cz-ion,6054.699,3027.853,2018.905,1514.431,1211.746,1009.956,865.821,757.719
DiSul-cz-ion,6055.706,3028.357,2019.241,1514.682,1211.948,1010.124,865.965,757.845
DiSul-cz-ion,6056.71,3028.859,2019.575,1514.933,1212.148,1010.292,866.108,757.971
DiSul-by-ion,6057.69,3029.349,2019.902,1515.178,1212.344,1010.455,866.248,758.093
DiSul-cz-ion,6057.713,3029.36,2019.91,1515.184,1212.349,1010.459,866.251,758.096
SG-CHH-reduced-cz-ion,6058.694,3029.851,2020.237,1515.429,1212.545,1010.622,866.392,758.219
SG-CHH-reduced-cz-ion,6059.702,3030.355,2020.573,1515.681,1212.747,1010.79,866.536,758.345
SG-CHH-reduced-cz-ion,6060.705,3030.857,2020.907,1515.932,1212.947,1010.957,866.679,758.47
SG-CHH-reduced-cz-ion,6061.709,3031.358,2021.241,1516.183,1213.148,1011.125,866.822,758.595
PO-CHH-reduced-by-ion,6063.552,3032.28,2021.856,1516.644,1213.517,1011.432,867.086,758.826
DiSul-by-ion,6064.787,3032.897,2022.267,1516.953,1213.764,1011.638,867.262,758.98
DiSul-by-ion,6065.771,3033.389,2022.595,1517.199,1213.96,1011.802,867.403,759.103
DiSul-cz-ion,6066.779,3033.893,2022.931,1517.451,1214.162,1011.97,867.547,759.229
DiSul-by-ion,6067.674,3034.341,2023.23,1517.674,1214.341,1012.119,867.674,759.341
DiSul-cz-ion,6067.786,3034.397,2023.267,1517.702,1214.364,1012.138,867.69,759.355
DiSul-by-ion,6068.658,3034.833,2023.558,1517.92,1214.538,1012.283,867.815,759.464
DiSul-cz-ion,6068.79,3034.899,2023.602,1517.953,1214.564,1012.305,867.834,759.481
DiSul-cz-ion,6069.793,3035.4,2023.936,1518.204,1214.765,1012.472,867.977,759.606
DiSul-by-ion,6070.717,3035.863,2024.244,1518.435,1214.95,1012.626,868.109,759.721
PO-CHH-pyro-Q-reduced-by-ion,6073.536,3037.272,2025.184,1519.14,1215.513,1013.096,868.512,760.074
PO-CHH-pyro-Q-reduced-by-ion,6074.52,3037.764,2025.512,1519.386,1215.71,1013.26,868.652,760.197
DiSul-by-ion,6074.716,3037.862,2025.577,1519.435,1215.749,1013.293,868.68,760.221
DiSul-by-ion,6076.877,3038.943,2026.298,1519.975,1216.182,1013.653,868.989,760.491
DiSul-by-ion,6077.861,3039.435,2026.626,1520.221,1216.379,1013.817,869.13,760.614
DiSul-cz-ion,6078.869,3039.938,2026.962,1520.473,1216.58,1013.985,869.274,760.74
DiSul-cz-ion,6079.877,3040.442,2027.298,1520.725,1216.782,1014.153,869.418,760.866
PO-CHH-reduced-by-ion,6080.578,3040.793,2027.531,1520.9,1216.922,1014.27,869.518,760.954
DiSul-by-ion,6080.756,3040.882,2027.59,1520.945,1216.957,1014.299,869.543,760.976
DiSul-cz-ion,6080.88,3040.944,2027.632,1520.976,1216.982,1014.32,869.561,760.992
DiSul-by-ion,6081.74,3041.374,2027.918,1521.191,1217.154,1014.463,869.684,761.099
DiSul-cz-ion,6081.884,3041.446,2027.966,1521.227,1217.183,1014.487,869.704,761.117
DiSul-cz-ion,6082.748,3041.878,2028.254,1521.443,1217.356,1014.631,869.828,761.225
DiSul-by-ion,6082.797,3041.903,2028.271,1521.455,1217.366,1014.639,869.835,761.231
DiSul-cz-ion,6083.755,3042.382,2028.59,1521.695,1217.557,1014.799,869.972,761.351
DiSul-by-ion,6084.7,3042.854,2028.905,1521.931,1217.746,1014.957,870.107,761.469
DiSul-cz-ion,6084.759,3042.883,2028.925,1521.946,1217.758,1014.966,870.115,761.477
DiSul-by-ion,6085.684,3043.346,2029.233,1522.177,1217.943,1015.121,870.247,761.592
DiSul-cz-ion,6085.762,3043.385,2029.259,1522.196,1217.959,1015.134,870.258,761.602
DiSul-by-ion,6087.62,3044.314,2029.879,1522.661,1218.33,1015.443,870.524,761.834
PO-CHH-reduced-by-ion,6090.562,3045.785,2030.859,1523.396,1218.919,1015.934,870.944,762.202
PO-CHH-reduced-by-ion,6091.546,3046.277,2031.187,1523.642,1219.116,1016.098,871.085,762.325
DiSul-by-ion,6094.888,3047.948,2032.301,1524.478,1219.784,1016.655,871.562,762.743
DiSul-by-ion,6098.766,3049.887,2033.594,1525.447,1220.56,1017.301,872.116,763.228
DiSul-cz-ion,6101.703,3051.355,2034.573,1526.182,1221.147,1017.79,872.536,763.595
DiSul-by-ion,6102.711,3051.859,2034.909,1526.434,1221.348,1017.958,872.68,763.721
DiSul-cz-ion,6103.714,3052.361,2035.243,1526.684,1221.549,1018.126,872.823,763.846
DiSul-by-ion,6104.647,3052.827,2035.554,1526.918,1221.736,1018.281,872.956,763.963
DiSul-cz-ion,6104.718,3052.863,2035.578,1526.935,1221.75,1018.293,872.966,763.972
PO-CHH-pyro-Q-reduced-cz-ion,6107.565,3054.286,2036.527,1527.647,1222.319,1018.767,873.373,764.327
PO-CHH-reduced-by-ion,6108.573,3054.79,2036.863,1527.899,1222.521,1018.935,873.517,764.453
PO-CHH-pyro-Q-reduced-cz-ion,6109.576,3055.292,2037.197,1528.15,1222.722,1019.103,873.66,764.579
PO-CHH-pyro-Q-reduced-cz-ion,6110.58,3055.794,2037.532,1528.401,1222.922,1019.27,873.804,764.704
SG-CHH-pyro-Q-reduced-by-ion,6111.668,3056.338,2037.895,1528.673,1223.14,1019.451,873.959,764.84
DiSul-by-ion,6114.631,3057.819,2038.882,1529.414,1223.732,1019.945,874.383,765.211
DiSul-by-ion,6115.615,3058.311,2039.21,1529.66,1223.929,1020.109,874.523,765.334
DiSul-cz-ion,6118.73,3059.869,2040.248,1530.438,1224.552,1020.628,874.968,765.723
DiSul-cz-ion,6119.738,3060.373,2040.584,1530.69,1224.754,1020.796,875.112,765.849
DiSul-cz-ion,6120.741,3060.874,2040.919,1530.941,1224.954,1020.963,875.255,765.974
DiSul-by-ion,6121.673,3061.34,2041.23,1531.174,1225.141,1021.119,875.389,766.091
DiSul-cz-ion,6121.744,3061.376,2041.253,1531.192,1225.155,1021.131,875.399,766.1
PO-CHH-reduced-cz-ion,6124.592,3062.8,2042.202,1531.904,1225.725,1021.605,875.806,766.456
PO-CHH-reduced-cz-ion,6125.6,3063.304,2042.538,1532.156,1225.926,1021.773,875.95,766.582
PO-CHH-reduced-cz-ion,6126.603,3063.805,2042.873,1532.407,1226.127,1021.94,876.093,766.707
PO-CHH-reduced-cz-ion,6127.606,3064.307,2043.207,1532.657,1226.328,1022.108,876.236,766.833
SG-CHH-pyro-Q-reduced-by-ion,6128.694,3064.851,2043.57,1532.929,1226.545,1022.289,876.392,766.969
DiSul-by-ion,6131.658,3066.333,2044.558,1533.67,1227.138,1022.783,876.815,767.339
DiSul-by-ion,6132.642,3066.825,2044.886,1533.916,1227.335,1022.947,876.956,767.462
SG-CHH-pyro-Q-reduced-by-ion,6138.679,3069.843,2046.898,1535.426,1228.542,1023.953,877.818,768.217
SG-CHH-pyro-Q-reduced-by-ion,6139.663,3070.335,2047.226,1535.672,1228.739,1024.117,877.959,768.34
PO-CHH-pyro-Q-reduced-by-ion,6145.593,3073.301,2049.203,1537.154,1229.925,1025.105,878.806,769.081
SG-CHH-reduced-by-ion,6145.721,3073.364,2049.246,1537.186,1229.95,1025.127,878.824,769.097
SG-CHH-pyro-Q-reduced-by-ion,6147.809,3074.409,2049.942,1537.708,1230.368,1025.475,879.122,769.358
