Target Sequence,File Name,MH,M,7
EmptyTargetSequence,EmptyFileName,8537.08196,8536.07412,1220.447
EmptyTargetSequence,EmptyFileName,8537.61396,8536.60612,1220.523
EmptyTargetSequence,EmptyFileName,8537.72596,8536.71812,1220.539
EmptyTargetSequence,EmptyFileName,8537.77496,8536.76712,1220.546
EmptyTargetSequence,EmptyFileName,8537.83096,8536.82312,1220.554
EmptyTargetSequence,EmptyFileName,8538.81096,8537.80312,1220.694
EmptyTargetSequence,EmptyFileName,8538.83196,8537.82412,1220.697
EmptyTargetSequence,EmptyFileName,8540.82696,8539.81912,1220.982
EmptyTargetSequence,EmptyFileName,8541.53396,8540.52612,1221.083
EmptyTargetSequence,EmptyFileName,8542.82196,8541.81412,1221.267
EmptyTargetSequence,EmptyFileName,8542.82896,8541.82112,1221.268
EmptyTargetSequence,EmptyFileName,8543.82296,8542.81512,1221.41
EmptyTargetSequence,EmptyFileName,8543.82996,8542.82212,1221.411
EmptyTargetSequence,EmptyFileName,8543.83696,8542.82912,1221.412
EmptyTargetSequence,EmptyFileName,8543.85096,8542.84312,1221.414
EmptyTargetSequence,EmptyFileName,8544.27096,8543.26312,1221.474
EmptyTargetSequence,EmptyFileName,8544.54396,8543.53612,1221.513
EmptyTargetSequence,EmptyFileName,8544.82396,8543.81612,1221.553
EmptyTargetSequence,EmptyFileName,8544.83096,8543.82312,1221.554
EmptyTargetSequence,EmptyFileName,8544.83796,8543.83012,1221.555
EmptyTargetSequence,EmptyFileName,8544.84496,8543.83712,1221.556
EmptyTargetSequence,EmptyFileName,8547.77096,8546.76312,1221.974
EmptyTargetSequence,EmptyFileName,8548.75796,8547.75012,1222.115
EmptyTargetSequence,EmptyFileName,8549.77996,8548.77212,1222.261
EmptyTargetSequence,EmptyFileName,8550.80896,8549.80112,1222.408
EmptyTargetSequence,EmptyFileName,8551.75396,8550.74612,1222.543
EmptyTargetSequence,EmptyFileName,8551.76096,8550.75312,1222.544
EmptyTargetSequence,EmptyFileName,8551.76796,8550.76012,1222.545
EmptyTargetSequence,EmptyFileName,8551.77496,8550.76712,1222.546
EmptyTargetSequence,EmptyFileName,8551.78196,8550.77412,1222.547
EmptyTargetSequence,EmptyFileName,8551.78896,8550.78112,1222.548
EmptyTargetSequence,EmptyFileName,8551.81696,8550.80912,1222.552
EmptyTargetSequence,EmptyFileName,8551.83796,8550.83012,1222.555
EmptyTargetSequence,EmptyFileName,8553.80496,8552.79712,1222.836
EmptyTargetSequence,EmptyFileName,8554.53296,8553.52512,1222.94
EmptyTargetSequence,EmptyFileName,8554.82696,8553.81912,1222.982
EmptyTargetSequence,EmptyFileName,8555.82796,8554.82012,1223.125
EmptyTargetSequence,EmptyFileName,8556.80096,8555.79312,1223.264
EmptyTargetSequence,EmptyFileName,8558.80296,8557.79512,1223.55
EmptyTargetSequence,EmptyFileName,8558.80996,8557.80212,1223.551
EmptyTargetSequence,EmptyFileName,8558.81696,8557.80912,1223.552
EmptyTargetSequence,EmptyFileName,8559.64296,8558.63512,1223.67
EmptyTargetSequence,EmptyFileName,8559.64996,8558.64212,1223.671
EmptyTargetSequence,EmptyFileName,8559.65696,8558.64912,1223.672
EmptyTargetSequence,EmptyFileName,8559.81096,8558.80312,1223.694
EmptyTargetSequence,EmptyFileName,8559.81796,8558.81012,1223.695
EmptyTargetSequence,EmptyFileName,8560.64396,8559.63612,1223.813
EmptyTargetSequence,EmptyFileName,8560.67896,8559.67112,1223.818
EmptyTargetSequence,EmptyFileName,8560.82596,8559.81812,1223.839
EmptyTargetSequence,EmptyFileName,8560.83296,8559.82512,1223.84
EmptyTargetSequence,EmptyFileName,8561.78496,8560.77712,1223.976
EmptyTargetSequence,EmptyFileName,8561.79896,8560.79112,1223.978
EmptyTargetSequence,EmptyFileName,8561.83396,8560.82612,1223.983
EmptyTargetSequence,EmptyFileName,8562.83496,8561.82712,1224.126
EmptyTargetSequence,EmptyFileName,8562.84896,8561.84112,1224.128
EmptyTargetSequence,EmptyFileName,8563.70296,8562.69512,1224.25
EmptyTargetSequence,EmptyFileName,8563.74496,8562.73712,1224.256
EmptyTargetSequence,EmptyFileName,8564.65496,8563.64712,1224.386
EmptyTargetSequence,EmptyFileName,8564.66196,8563.65412,1224.387
EmptyTargetSequence,EmptyFileName,8564.66896,8563.66112,1224.388
EmptyTargetSequence,EmptyFileName,8564.85096,8563.84312,1224.414
EmptyTargetSequence,EmptyFileName,8565.64896,8564.64112,1224.528
EmptyTargetSequence,EmptyFileName,8565.65596,8564.64812,1224.529
EmptyTargetSequence,EmptyFileName,8565.66296,8564.65512,1224.53
EmptyTargetSequence,EmptyFileName,8565.69096,8564.68312,1224.534
EmptyTargetSequence,EmptyFileName,8565.72596,8564.71812,1224.539
EmptyTargetSequence,EmptyFileName,8566.67096,8565.66312,1224.674
EmptyTargetSequence,EmptyFileName,8567.83296,8566.82512,1224.84
EmptyTargetSequence,EmptyFileName,8568.77096,8567.76312,1224.974
EmptyTargetSequence,EmptyFileName,8568.78496,8567.77712,1224.976
EmptyTargetSequence,EmptyFileName,8568.79196,8567.78412,1224.977
EmptyTargetSequence,EmptyFileName,8570.75196,8569.74412,1225.257
EmptyTargetSequence,EmptyFileName,8570.86396,8569.85612,1225.273
EmptyTargetSequence,EmptyFileName,8570.88496,8569.87712,1225.276
EmptyTargetSequence,EmptyFileName,8571.81596,8570.80812,1225.409
EmptyTargetSequence,EmptyFileName,8572.79596,8571.78812,1225.549
EmptyTargetSequence,EmptyFileName,8575.11296,8574.10512,1225.88
EmptyTargetSequence,EmptyFileName,8575.79896,8574.79112,1225.978
EmptyTargetSequence,EmptyFileName,8575.81296,8574.80512,1225.98
EmptyTargetSequence,EmptyFileName,8575.82696,8574.81912,1225.982
EmptyTargetSequence,EmptyFileName,8576.08596,8575.07812,1226.019
EmptyTargetSequence,EmptyFileName,8576.79996,8575.79212,1226.121
EmptyTargetSequence,EmptyFileName,8576.80696,8575.79912,1226.122
EmptyTargetSequence,EmptyFileName,8576.81396,8575.80612,1226.123
EmptyTargetSequence,EmptyFileName,8576.82096,8575.81312,1226.124
EmptyTargetSequence,EmptyFileName,8576.83496,8575.82712,1226.126
EmptyTargetSequence,EmptyFileName,8577.72396,8576.71612,1226.253
EmptyTargetSequence,EmptyFileName,8577.79396,8576.78612,1226.263
EmptyTargetSequence,EmptyFileName,8577.83596,8576.82812,1226.269
EmptyTargetSequence,EmptyFileName,8578.80196,8577.79412,1226.407
EmptyTargetSequence,EmptyFileName,8578.82296,8577.81512,1226.41
EmptyTargetSequence,EmptyFileName,8578.82996,8577.82212,1226.411
EmptyTargetSequence,EmptyFileName,8579.75396,8578.74612,1226.543
EmptyTargetSequence,EmptyFileName,8579.77496,8578.76712,1226.546
EmptyTargetSequence,EmptyFileName,8579.83096,8578.82312,1226.554
EmptyTargetSequence,EmptyFileName,8582.82696,8581.81912,1226.982
EmptyTargetSequence,EmptyFileName,8585.85796,8584.85012,1227.415
EmptyTargetSequence,EmptyFileName,8585.87196,8584.86412,1227.417
EmptyTargetSequence,EmptyFileName,8586.76096,8585.75312,1227.544
EmptyTargetSequence,EmptyFileName,8586.78196,8585.77412,1227.547
EmptyTargetSequence,EmptyFileName,8586.78896,8585.78112,1227.548
EmptyTargetSequence,EmptyFileName,8586.80296,8585.79512,1227.55
EmptyTargetSequence,EmptyFileName,8589.79896,8588.79112,1227.978
EmptyTargetSequence,EmptyFileName,8589.80596,8588.79812,1227.979
EmptyTargetSequence,EmptyFileName,8592.81596,8591.80812,1228.409
EmptyTargetSequence,EmptyFileName,8592.82296,8591.81512,1228.41
EmptyTargetSequence,EmptyFileName,8592.82996,8591.82212,1228.411
EmptyTargetSequence,EmptyFileName,8593.79596,8592.78812,1228.549
EmptyTargetSequence,EmptyFileName,8593.80296,8592.79512,1228.55
EmptyTargetSequence,EmptyFileName,8593.80996,8592.80212,1228.551
EmptyTargetSequence,EmptyFileName,8593.81696,8592.80912,1228.552
EmptyTargetSequence,EmptyFileName,8594.78996,8593.78212,1228.691
EmptyTargetSequence,EmptyFileName,8594.81796,8593.81012,1228.695
EmptyTargetSequence,EmptyFileName,8595.05596,8594.04812,1228.729
EmptyTargetSequence,EmptyFileName,8595.81896,8594.81112,1228.838
EmptyTargetSequence,EmptyFileName,8595.83996,8594.83212,1228.841
EmptyTargetSequence,EmptyFileName,8596.77796,8595.77012,1228.975
EmptyTargetSequence,EmptyFileName,8598.80796,8597.80012,1229.265
EmptyTargetSequence,EmptyFileName,8600.81696,8599.80912,1229.552
EmptyTargetSequence,EmptyFileName,8600.82396,8599.81612,1229.553
EmptyTargetSequence,EmptyFileName,8600.83096,8599.82312,1229.554
EmptyTargetSequence,EmptyFileName,8601.82496,8600.81712,1229.696
EmptyTargetSequence,EmptyFileName,8601.83196,8600.82412,1229.697
EmptyTargetSequence,EmptyFileName,8601.85296,8600.84512,1229.7
EmptyTargetSequence,EmptyFileName,8602.79096,8601.78312,1229.834
EmptyTargetSequence,EmptyFileName,8603.36496,8602.35712,1229.916
EmptyTargetSequence,EmptyFileName,8603.80596,8602.79812,1229.979
EmptyTargetSequence,EmptyFileName,8604.07196,8603.06412,1230.017
EmptyTargetSequence,EmptyFileName,8606.80196,8605.79412,1230.407
EmptyTargetSequence,EmptyFileName,8607.78196,8606.77412,1230.547
EmptyTargetSequence,EmptyFileName,8607.78896,8606.78112,1230.548
EmptyTargetSequence,EmptyFileName,8607.80996,8606.80212,1230.551
EmptyTargetSequence,EmptyFileName,8607.81696,8606.80912,1230.552
EmptyTargetSequence,EmptyFileName,8607.83796,8606.83012,1230.555
EmptyTargetSequence,EmptyFileName,8608.34896,8607.34112,1230.628
EmptyTargetSequence,EmptyFileName,8608.78296,8607.77512,1230.69
EmptyTargetSequence,EmptyFileName,8608.80396,8607.79612,1230.693
EmptyTargetSequence,EmptyFileName,8609.84696,8608.83912,1230.842
EmptyTargetSequence,EmptyFileName,8610.80596,8609.79812,1230.979
EmptyTargetSequence,EmptyFileName,8610.81296,8609.80512,1230.98
EmptyTargetSequence,EmptyFileName,8610.81996,8609.81212,1230.981
EmptyTargetSequence,EmptyFileName,8611.05096,8610.04312,1231.014
EmptyTargetSequence,EmptyFileName,8611.05796,8610.05012,1231.015
EmptyTargetSequence,EmptyFileName,8611.78596,8610.77812,1231.119
EmptyTargetSequence,EmptyFileName,8611.82796,8610.82012,1231.125
EmptyTargetSequence,EmptyFileName,8613.80196,8612.79412,1231.407
EmptyTargetSequence,EmptyFileName,8616.81196,8615.80412,1231.837
EmptyTargetSequence,EmptyFileName,8616.83296,8615.82512,1231.84
EmptyTargetSequence,EmptyFileName,8616.83996,8615.83212,1231.841
EmptyTargetSequence,EmptyFileName,8617.79896,8616.79112,1231.978
EmptyTargetSequence,EmptyFileName,8617.80596,8616.79812,1231.979
EmptyTargetSequence,EmptyFileName,8617.82696,8616.81912,1231.982
EmptyTargetSequence,EmptyFileName,8617.83396,8616.82612,1231.983
EmptyTargetSequence,EmptyFileName,8619.22696,8618.21912,1232.182
EmptyTargetSequence,EmptyFileName,8621.78896,8620.78112,1232.548
EmptyTargetSequence,EmptyFileName,8621.82396,8620.81612,1232.553
EmptyTargetSequence,EmptyFileName,8621.83096,8620.82312,1232.554
EmptyTargetSequence,EmptyFileName,8621.83796,8620.83012,1232.555
EmptyTargetSequence,EmptyFileName,8623.81196,8622.80412,1232.837
EmptyTargetSequence,EmptyFileName,8624.77796,8623.77012,1232.975
EmptyTargetSequence,EmptyFileName,8624.80596,8623.79812,1232.979
EmptyTargetSequence,EmptyFileName,8625.82096,8624.81312,1233.124
EmptyTargetSequence,EmptyFileName,8625.82796,8624.82012,1233.125
EmptyTargetSequence,EmptyFileName,8625.84196,8624.83412,1233.127
EmptyTargetSequence,EmptyFileName,8626.76596,8625.75812,1233.259
EmptyTargetSequence,EmptyFileName,8626.77296,8625.76512,1233.26
EmptyTargetSequence,EmptyFileName,8626.80796,8625.80012,1233.265
EmptyTargetSequence,EmptyFileName,8627.03896,8626.03112,1233.298
EmptyTargetSequence,EmptyFileName,8627.04596,8626.03812,1233.299
EmptyTargetSequence,EmptyFileName,8627.80196,8626.79412,1233.407
EmptyTargetSequence,EmptyFileName,8627.80896,8626.80112,1233.408
EmptyTargetSequence,EmptyFileName,8627.82296,8626.81512,1233.41
EmptyTargetSequence,EmptyFileName,8627.83696,8626.82912,1233.412
EmptyTargetSequence,EmptyFileName,8628.80996,8627.80212,1233.551
EmptyTargetSequence,EmptyFileName,8628.81696,8627.80912,1233.552
EmptyTargetSequence,EmptyFileName,8628.82396,8627.81612,1233.553
EmptyTargetSequence,EmptyFileName,8628.83096,8627.82312,1233.554
EmptyTargetSequence,EmptyFileName,8633.77296,8632.76512,1234.26
EmptyTargetSequence,EmptyFileName,8633.80096,8632.79312,1234.264
EmptyTargetSequence,EmptyFileName,8634.80196,8633.79412,1234.407
EmptyTargetSequence,EmptyFileName,8635.78196,8634.77412,1234.547
EmptyTargetSequence,EmptyFileName,8635.83096,8634.82312,1234.554
EmptyTargetSequence,EmptyFileName,8640.81496,8639.80712,1235.266
EmptyTargetSequence,EmptyFileName,8641.79496,8640.78712,1235.406
EmptyTargetSequence,EmptyFileName,8641.82996,8640.82212,1235.411
EmptyTargetSequence,EmptyFileName,8642.77496,8641.76712,1235.546
EmptyTargetSequence,EmptyFileName,8642.78196,8641.77412,1235.547
EmptyTargetSequence,EmptyFileName,8642.80296,8641.79512,1235.55
EmptyTargetSequence,EmptyFileName,8642.80996,8641.80212,1235.551
EmptyTargetSequence,EmptyFileName,8642.81696,8641.80912,1235.552
EmptyTargetSequence,EmptyFileName,8642.92196,8641.91412,1235.567
EmptyTargetSequence,EmptyFileName,8645.32996,8644.32212,1235.911
EmptyTargetSequence,EmptyFileName,8645.82696,8644.81912,1235.982
EmptyTargetSequence,EmptyFileName,8647.97596,8646.96812,1236.289
EmptyTargetSequence,EmptyFileName,8648.74596,8647.73812,1236.399
EmptyTargetSequence,EmptyFileName,8648.85096,8647.84312,1236.414
EmptyTargetSequence,EmptyFileName,8649.73996,8648.73212,1236.541
EmptyTargetSequence,EmptyFileName,8649.76096,8648.75312,1236.544
EmptyTargetSequence,EmptyFileName,8649.82396,8648.81612,1236.553
EmptyTargetSequence,EmptyFileName,8649.83796,8648.83012,1236.555
EmptyTargetSequence,EmptyFileName,8649.85196,8648.84412,1236.557
EmptyTargetSequence,EmptyFileName,8651.81896,8650.81112,1236.838
EmptyTargetSequence,EmptyFileName,8652.73596,8651.72812,1236.969
EmptyTargetSequence,EmptyFileName,8652.81996,8651.81212,1236.981
EmptyTargetSequence,EmptyFileName,8653.82096,8652.81312,1237.124
EmptyTargetSequence,EmptyFileName,8653.86996,8652.86212,1237.131
EmptyTargetSequence,EmptyFileName,8654.78696,8653.77912,1237.262
EmptyTargetSequence,EmptyFileName,8654.79396,8653.78612,1237.263
EmptyTargetSequence,EmptyFileName,8654.80096,8653.79312,1237.264
EmptyTargetSequence,EmptyFileName,8656.81696,8655.80912,1237.552
EmptyTargetSequence,EmptyFileName,8661.74496,8660.73712,1238.256
EmptyTargetSequence,EmptyFileName,8661.76596,8660.75812,1238.259
EmptyTargetSequence,EmptyFileName,8661.79396,8660.78612,1238.263
EmptyTargetSequence,EmptyFileName,8661.81496,8660.80712,1238.266
EmptyTargetSequence,EmptyFileName,8663.97096,8662.96312,1238.574
EmptyTargetSequence,EmptyFileName,8667.83496,8666.82712,1239.126
EmptyTargetSequence,EmptyFileName,8667.84896,8666.84112,1239.128
EmptyTargetSequence,EmptyFileName,8668.75896,8667.75112,1239.258
EmptyTargetSequence,EmptyFileName,8668.80796,8667.80012,1239.265
EmptyTargetSequence,EmptyFileName,8669.85796,8668.85012,1239.415
EmptyTargetSequence,EmptyFileName,8670.75396,8669.74612,1239.543
EmptyTargetSequence,EmptyFileName,8670.82396,8669.81612,1239.553
EmptyTargetSequence,EmptyFileName,8673.95296,8672.94512,1240
EmptyTargetSequence,EmptyFileName,8676.81596,8675.80812,1240.409
EmptyTargetSequence,EmptyFileName,8676.85096,8675.84312,1240.414
EmptyTargetSequence,EmptyFileName,8677.78896,8676.78112,1240.548
EmptyTargetSequence,EmptyFileName,8677.82396,8676.81612,1240.553
EmptyTargetSequence,EmptyFileName,8679.95196,8678.94412,1240.857
EmptyTargetSequence,EmptyFileName,8681.83496,8680.82712,1241.126
EmptyTargetSequence,EmptyFileName,8682.82896,8681.82112,1241.268
EmptyTargetSequence,EmptyFileName,8682.84996,8681.84212,1241.271
EmptyTargetSequence,EmptyFileName,8684.76096,8683.75312,1241.544
EmptyTargetSequence,EmptyFileName,8686.37796,8685.37012,1241.775
EmptyTargetSequence,EmptyFileName,8686.39196,8685.38412,1241.777
EmptyTargetSequence,EmptyFileName,8686.83296,8685.82512,1241.84
EmptyTargetSequence,EmptyFileName,8690.77396,8689.76612,1242.403
EmptyTargetSequence,EmptyFileName,8690.80196,8689.79412,1242.407
EmptyTargetSequence,EmptyFileName,8694.78496,8693.77712,1242.976
EmptyTargetSequence,EmptyFileName,8695.80696,8694.79912,1243.122
EmptyTargetSequence,EmptyFileName,8696.80096,8695.79312,1243.264
EmptyTargetSequence,EmptyFileName,8696.83596,8695.82812,1243.269
EmptyTargetSequence,EmptyFileName,8696.85696,8695.84912,1243.272
EmptyTargetSequence,EmptyFileName,8698.72596,8697.71812,1243.539
EmptyTargetSequence,EmptyFileName,8701.07096,8700.06312,1243.874
EmptyTargetSequence,EmptyFileName,8705.78196,8704.77412,1244.547
EmptyTargetSequence,EmptyFileName,8709.81396,8708.80612,1245.123
EmptyTargetSequence,EmptyFileName,8711.72496,8710.71712,1245.396
EmptyTargetSequence,EmptyFileName,8711.82296,8710.81512,1245.41
EmptyTargetSequence,EmptyFileName,8713.83896,8712.83112,1245.698
EmptyTargetSequence,EmptyFileName,8719.69796,8718.69012,1246.535
EmptyTargetSequence,EmptyFileName,8721.81196,8720.80412,1246.837
EmptyTargetSequence,EmptyFileName,8725.78796,8724.78012,1247.405
EmptyTargetSequence,EmptyFileName,8726.71196,8725.70412,1247.537
EmptyTargetSequence,EmptyFileName,8726.82396,8725.81612,1247.553
EmptyTargetSequence,EmptyFileName,8729.25296,8728.24512,1247.9
EmptyTargetSequence,EmptyFileName,8729.81996,8728.81212,1247.981
EmptyTargetSequence,EmptyFileName,8734.83196,8733.82412,1248.697
EmptyTargetSequence,EmptyFileName,8738.85696,8737.84912,1249.272
EmptyTargetSequence,EmptyFileName,8744.94696,8743.93912,1250.142
EmptyTargetSequence,EmptyFileName,8746.73896,8745.73112,1250.398
EmptyTargetSequence,EmptyFileName,8754.72596,8753.71812,1251.539
EmptyTargetSequence,EmptyFileName,8756.86096,8755.85312,1251.844
EmptyTargetSequence,EmptyFileName,8763.83296,8762.82512,1252.84
EmptyTargetSequence,EmptyFileName,8768.76096,8767.75312,1253.544
EmptyTargetSequence,EmptyFileName,8773.87096,8772.86312,1254.274
EmptyTargetSequence,EmptyFileName,8783.10396,8782.09612,1255.593
EmptyTargetSequence,EmptyFileName,8784.10496,8783.09712,1255.736
EmptyTargetSequence,EmptyFileName,8784.11896,8783.11112,1255.738
EmptyTargetSequence,EmptyFileName,8789.76096,8788.75312,1256.544
EmptyTargetSequence,EmptyFileName,8789.78196,8788.77412,1256.547
EmptyTargetSequence,EmptyFileName,8803.73296,8802.72512,1258.54
EmptyTargetSequence,EmptyFileName,8810.18696,8809.17912,1259.462
EmptyTargetSequence,EmptyFileName,8810.19396,8809.18612,1259.463
EmptyTargetSequence,EmptyFileName,8810.76096,8809.75312,1259.544
EmptyTargetSequence,EmptyFileName,8811.21596,8810.20812,1259.609
EmptyTargetSequence,EmptyFileName,8813.13396,8812.12612,1259.883
EmptyTargetSequence,EmptyFileName,8813.46296,8812.45512,1259.93
EmptyTargetSequence,EmptyFileName,8815.19196,8814.18412,1260.177
EmptyTargetSequence,EmptyFileName,8815.20596,8814.19812,1260.179
EmptyTargetSequence,EmptyFileName,8816.22796,8815.22012,1260.325
EmptyTargetSequence,EmptyFileName,8817.29196,8816.28412,1260.477
EmptyTargetSequence,EmptyFileName,8817.87996,8816.87212,1260.561
EmptyTargetSequence,EmptyFileName,8822.59096,8821.58312,1261.234
EmptyTargetSequence,EmptyFileName,8823.59196,8822.58412,1261.377
EmptyTargetSequence,EmptyFileName,8823.59896,8822.59112,1261.378
EmptyTargetSequence,EmptyFileName,8827.60296,8826.59512,1261.95
EmptyTargetSequence,EmptyFileName,8828.60396,8827.59612,1262.093
EmptyTargetSequence,EmptyFileName,8831.84496,8830.83712,1262.556
EmptyTargetSequence,EmptyFileName,8834.64496,8833.63712,1262.956
EmptyTargetSequence,EmptyFileName,8837.14396,8836.13612,1263.313
EmptyTargetSequence,EmptyFileName,8843.96896,8842.96112,1264.288
EmptyTargetSequence,EmptyFileName,8851.13696,8850.12912,1265.312
EmptyTargetSequence,EmptyFileName,8865.15096,8864.14312,1267.314
EmptyTargetSequence,EmptyFileName,8873.94296,8872.93512,1268.57
EmptyTargetSequence,EmptyFileName,8879.86496,8878.85712,1269.416
EmptyTargetSequence,EmptyFileName,8881.88796,8880.88012,1269.705
EmptyTargetSequence,EmptyFileName,8889.03496,8888.02712,1270.726
EmptyTargetSequence,EmptyFileName,8894.13796,8893.13012,1271.455
EmptyTargetSequence,EmptyFileName,8896.90296,8895.89512,1271.85
EmptyTargetSequence,EmptyFileName,8897.12696,8896.11912,1271.882
EmptyTargetSequence,EmptyFileName,8901.38296,8900.37512,1272.49
EmptyTargetSequence,EmptyFileName,8904.32296,8903.31512,1272.91
EmptyTargetSequence,EmptyFileName,8915.14496,8914.13712,1274.456
EmptyTargetSequence,EmptyFileName,8933.12096,8932.11312,1277.024
EmptyTargetSequence,EmptyFileName,8971.26396,8970.25612,1282.473
EmptyTargetSequence,EmptyFileName,8984.56396,8983.55612,1284.373
EmptyTargetSequence,EmptyFileName,8992.47396,8991.46612,1285.503
EmptyTargetSequence,EmptyFileName,8993.15996,8992.15212,1285.601
EmptyTargetSequence,EmptyFileName,9002.17596,9001.16812,1286.889
EmptyTargetSequence,EmptyFileName,9014.21596,9013.20812,1288.609
EmptyTargetSequence,EmptyFileName,9018.14996,9017.14212,1289.171
EmptyTargetSequence,EmptyFileName,9027.29196,9026.28412,1290.477
EmptyTargetSequence,EmptyFileName,9028.22996,9027.22212,1290.611
EmptyTargetSequence,EmptyFileName,9028.29996,9027.29212,1290.621
EmptyTargetSequence,EmptyFileName,9031.14196,9030.13412,1291.027
EmptyTargetSequence,EmptyFileName,9042.30696,9041.29912,1292.622
EmptyTargetSequence,EmptyFileName,9044.18296,9043.17512,1292.89
EmptyTargetSequence,EmptyFileName,9049.22996,9048.22212,1293.611
EmptyTargetSequence,EmptyFileName,9050.34996,9049.34212,1293.771
EmptyTargetSequence,EmptyFileName,9055.35496,9054.34712,1294.486
EmptyTargetSequence,EmptyFileName,9055.36196,9054.35412,1294.487
EmptyTargetSequence,EmptyFileName,9058.17596,9057.16812,1294.889
EmptyTargetSequence,EmptyFileName,9062.31996,9061.31212,1295.481
EmptyTargetSequence,EmptyFileName,9062.43896,9061.43112,1295.498
EmptyTargetSequence,EmptyFileName,9066.39396,9065.38612,1296.063
EmptyTargetSequence,EmptyFileName,9066.40096,9065.39312,1296.064
EmptyTargetSequence,EmptyFileName,9067.38096,9066.37312,1296.204
EmptyTargetSequence,EmptyFileName,9067.38796,9066.38012,1296.205
EmptyTargetSequence,EmptyFileName,9067.39496,9066.38712,1296.206
EmptyTargetSequence,EmptyFileName,9068.38896,9067.38112,1296.348
EmptyTargetSequence,EmptyFileName,9070.35596,9069.34812,1296.629
EmptyTargetSequence,EmptyFileName,9070.39796,9069.39012,1296.635
EmptyTargetSequence,EmptyFileName,9071.38496,9070.37712,1296.776
EmptyTargetSequence,EmptyFileName,9071.39196,9070.38412,1296.777
EmptyTargetSequence,EmptyFileName,9071.39896,9070.39112,1296.778
EmptyTargetSequence,EmptyFileName,9071.40596,9070.39812,1296.779
EmptyTargetSequence,EmptyFileName,9071.71396,9070.70612,1296.823
EmptyTargetSequence,EmptyFileName,9072.37896,9071.37112,1296.918
EmptyTargetSequence,EmptyFileName,9072.39296,9071.38512,1296.92
EmptyTargetSequence,EmptyFileName,9072.40696,9071.39912,1296.922
EmptyTargetSequence,EmptyFileName,9073.40096,9072.39312,1297.064
EmptyTargetSequence,EmptyFileName,9074.17796,9073.17012,1297.175
EmptyTargetSequence,EmptyFileName,9075.36796,9074.36012,1297.345
EmptyTargetSequence,EmptyFileName,9075.40996,9074.40212,1297.351
EmptyTargetSequence,EmptyFileName,9079.35796,9078.35012,1297.915
EmptyTargetSequence,EmptyFileName,9079.39296,9078.38512,1297.92
EmptyTargetSequence,EmptyFileName,9086.37896,9085.37112,1298.918
EmptyTargetSequence,EmptyFileName,9087.38696,9086.37912,1299.062
EmptyTargetSequence,EmptyFileName,9087.39396,9086.38612,1299.063
EmptyTargetSequence,EmptyFileName,9088.38096,9087.37312,1299.204
EmptyTargetSequence,EmptyFileName,9088.38796,9087.38012,1299.205
EmptyTargetSequence,EmptyFileName,9089.20696,9088.19912,1299.322
EmptyTargetSequence,EmptyFileName,9097.39696,9096.38912,1300.492
EmptyTargetSequence,EmptyFileName,9098.19496,9097.18712,1300.606
EmptyTargetSequence,EmptyFileName,9098.32096,9097.31312,1300.624
EmptyTargetSequence,EmptyFileName,9099.33596,9098.32812,1300.769
EmptyTargetSequence,EmptyFileName,9099.82596,9098.81812,1300.839
EmptyTargetSequence,EmptyFileName,9103.38196,9102.37412,1301.347
EmptyTargetSequence,EmptyFileName,9104.19396,9103.18612,1301.463
EmptyTargetSequence,EmptyFileName,9104.38296,9103.37512,1301.49
EmptyTargetSequence,EmptyFileName,9105.38396,9104.37612,1301.633
EmptyTargetSequence,EmptyFileName,9107.39996,9106.39212,1301.921
EmptyTargetSequence,EmptyFileName,9112.18096,9111.17312,1302.604
EmptyTargetSequence,EmptyFileName,9112.35596,9111.34812,1302.629
EmptyTargetSequence,EmptyFileName,9113.93796,9112.93012,1302.855
EmptyTargetSequence,EmptyFileName,9115.19796,9114.19012,1303.035
EmptyTargetSequence,EmptyFileName,9119.36296,9118.35512,1303.63
EmptyTargetSequence,EmptyFileName,9119.36996,9118.36212,1303.631
EmptyTargetSequence,EmptyFileName,9119.37696,9118.36912,1303.632
EmptyTargetSequence,EmptyFileName,9120.37096,9119.36312,1303.774
EmptyTargetSequence,EmptyFileName,9120.37796,9119.37012,1303.775
EmptyTargetSequence,EmptyFileName,9121.37896,9120.37112,1303.918
EmptyTargetSequence,EmptyFileName,9125.22196,9124.21412,1304.467
EmptyTargetSequence,EmptyFileName,9125.22896,9124.22112,1304.468
EmptyTargetSequence,EmptyFileName,9126.19496,9125.18712,1304.606
EmptyTargetSequence,EmptyFileName,9126.21596,9125.20812,1304.609
EmptyTargetSequence,EmptyFileName,9126.22296,9125.21512,1304.61
EmptyTargetSequence,EmptyFileName,9126.22996,9125.22212,1304.611
EmptyTargetSequence,EmptyFileName,9127.36396,9126.35612,1304.773
EmptyTargetSequence,EmptyFileName,9128.21796,9127.21012,1304.895
EmptyTargetSequence,EmptyFileName,9128.22496,9127.21712,1304.896
EmptyTargetSequence,EmptyFileName,9128.34396,9127.33612,1304.913
EmptyTargetSequence,EmptyFileName,9130.22696,9129.21912,1305.182
EmptyTargetSequence,EmptyFileName,9130.23396,9129.22612,1305.183
EmptyTargetSequence,EmptyFileName,9131.22096,9130.21312,1305.324
EmptyTargetSequence,EmptyFileName,9131.22796,9130.22012,1305.325
EmptyTargetSequence,EmptyFileName,9131.24196,9130.23412,1305.327
EmptyTargetSequence,EmptyFileName,9132.23596,9131.22812,1305.469
